댓글갯수,댓글 성실도,쿠팡비율,댓글 길이 평균,리뷰 작성 일수,알바여부
270,0.8814814814814815,0.1,176.00420168067228,73,1
249,0.8072289156626506,0.1164658634538152,154.97512437810946,80,1
255,0.6470588235294118,0.2980392156862745,193.54545454545453,50,1
255,0.5215686274509804,0.3294117647058823,110.99248120300751,125,1
210,0.7476190476190476,0.2428571428571428,142.22929936305732,39,1
180,0.6333333333333333,0.5055555555555555,144.89473684210526,76,1
195,0.7538461538461538,0.5846153846153846,328.2040816326531,78,1
170,0.8764705882352941,0.3470588235294117,338.48322147651004,67,1
225,0.4711111111111111,0.4844444444444444,303.3301886792453,72,1
285,0.624561403508772,0.2070175438596491,150.51685393258427,66,1
195,0.8923076923076924,0.4717948717948718,390.2758620689655,77,1
270,0.8740740740740741,0.4148148148148148,161.2584745762712,101,1
225,0.7022222222222222,0.24,176.58227848101265,64,1
210,0.8666666666666667,0.3571428571428571,623.5769230769231,73,1
210,0.7380952380952381,0.219047619047619,114.36774193548388,43,1
4,1.0,0.0,107.0,3,1
180,0.9722222222222222,0.2333333333333333,140.9142857142857,90,1
62,0.0161290322580645,0.6774193548387096,15.0,3,1
62,0.0161290322580645,0.6774193548387096,15.0,3,1
164,0.024390243902439,0.7012195121951219,45.0,16,1
39,0.0,0.4871794871794871,0.0,3,1
240,0.75,0.4083333333333333,91.41111111111113,146,1
270,0.7296296296296296,0.0888888888888888,183.46192893401016,40,1
255,0.592156862745098,0.0117647058823529,72.41059602649007,40,1
43,0.6046511627906976,0.6511627906976745,215.80769230769232,26,1
240,0.8083333333333333,0.225,128.67525773195877,83,1
61,0.3442622950819672,0.1475409836065573,57.47619047619048,18,1
255,0.2705882352941176,0.0117647058823529,96.72463768115942,12,1
183,0.7923497267759563,0.1202185792349726,109.37241379310343,38,1
137,0.6715328467153284,0.3211678832116788,148.33695652173913,80,1
265,0.2943396226415094,0.539622641509434,70.74358974358974,42,1
6,0.5,0.1666666666666666,522.6666666666666,6,1
2,1.0,0.0,378.5,2,1
253,0.758893280632411,0.0474308300395256,116.80208333333331,71,1
73,0.4931506849315068,0.0958904109589041,122.77777777777776,37,1
62,0.3548387096774194,0.064516129032258,79.54545454545455,33,1
131,0.5648854961832062,0.2366412213740458,77.32432432432432,37,1
255,0.4745098039215686,0.0392156862745098,102.03305785123968,40,1
285,0.6350877192982456,0.0105263157894736,113.45303867403317,26,1
255,0.7607843137254902,0.0274509803921568,96.45360824742268,48,1
255,0.7803921568627451,0.2431372549019607,124.00502512562814,85,1
240,0.7125,0.3375,154.6549707602339,63,1
240,0.7291666666666666,0.0416666666666666,76.74285714285715,39,1
210,0.5904761904761905,0.3952380952380952,142.7258064516129,71,1
48,0.2708333333333333,0.0,84.38461538461539,15,1
24,0.3333333333333333,0.2916666666666667,144.875,18,1
175,0.8457142857142858,0.0,146.42567567567568,66,1
74,0.7567567567567568,0.0405405405405405,72.32142857142857,31,1
116,0.5172413793103449,0.0344827586206896,79.31666666666666,49,1
240,0.7041666666666667,0.2875,142.9171597633136,44,1
180,0.8833333333333333,0.3611111111111111,268.69182389937106,70,1
195,0.7794871794871795,0.2256410256410256,171.80263157894737,82,1
165,0.2303030303030303,0.1393939393939394,105.3157894736842,39,1
59,0.4915254237288136,0.135593220338983,98.48275862068964,34,1
60,0.05,0.8833333333333333,99.66666666666669,11,1
137,0.5328467153284672,0.5255474452554745,121.10958904109587,73,1
195,0.7948717948717948,0.0307692307692307,120.4,40,1
150,0.7066666666666667,0.3866666666666666,156.5566037735849,51,1
150,0.8533333333333334,0.2666666666666666,199.25,43,1
195,0.7589743589743589,0.0153846153846153,79.27702702702703,33,1
93,0.1612903225806451,0.6021505376344086,127.13333333333334,32,1
180,0.6333333333333333,0.5055555555555555,144.89473684210526,76,1
188,0.6542553191489362,0.5957446808510638,51.113821138211385,63,1
65,0.3692307692307692,0.3384615384615385,135.29166666666666,49,1
49,0.6326530612244898,0.2653061224489796,129.19354838709677,35,1
285,0.8771929824561403,0.0982456140350877,172.76,75,1
270,0.8296296296296296,0.2259259259259259,275.6741071428572,62,1
114,0.7017543859649122,0.0,65.7125,37,1
23,0.0,0.1739130434782608,0.0,21,1
270,0.4777777777777778,0.4333333333333333,157.80620155038758,66,1
230,0.7608695652173914,0.1826086956521739,176.12,79,1
194,1.0,0.8402061855670103,756.8917525773196,83,1
153,0.9738562091503268,0.8300653594771242,1080.8926174496644,99,1
31,0.967741935483871,0.8064516129032258,840.5,20,1
166,0.963855421686747,0.9096385542168676,536.15625,76,1
58,0.9482758620689656,0.603448275862069,1065.9818181818182,13,1
8,0.125,0.75,78.0,5,0
9,0.0,0.5555555555555556,0.0,5,0
57,0.0,0.7017543859649122,0.0,21,0
36,0.3055555555555556,0.4444444444444444,25.90909090909091,21,0
10,0.0,0.7,0.0,1,0
1,0.0,1.0,0.0,1,0
2,0.0,1.0,0.0,1,0
18,0.0,0.6666666666666666,0.0,4,0
1,0.0,1.0,0.0,1,0
285,0.0,0.2491228070175438,0.0,179,0
6,0.0,0.6666666666666666,0.0,1,0
5,0.2,0.4,49.0,3,0
47,0.0,0.8297872340425532,0.0,2,0
34,0.0,0.8823529411764706,0.0,4,0
8,0.125,0.875,8.0,4,0
145,0.0,0.8206896551724138,0.0,35,0
225,0.0,0.6533333333333333,0.0,87,0
6,0.3333333333333333,0.8333333333333334,3.5,5,0
179,0.0893854748603352,0.7206703910614525,47.6875,58,0
37,0.0,0.6756756756756757,0.0,4,0
92,0.0,0.8043478260869565,0.0,8,0
12,0.0,0.6666666666666666,0.0,2,0
4,0.25,0.25,263.0,2,0
21,0.0,0.6666666666666666,0.0,4,0
32,0.15625,0.40625,11.4,12,0
85,0.0705882352941176,0.8941176470588236,18.166666666666668,22,0
61,0.0,0.7377049180327869,0.0,6,0
240,0.0,0.8208333333333333,0.0,42,0
2,0.0,0.5,0.0,1,0
21,0.9047619047619048,1.0,108.21052631578948,4,0
16,0.6875,0.8125,67.54545454545455,11,0
13,0.0,0.6923076923076923,0.0,1,0
49,0.0,0.7959183673469388,0.0,19,0
162,0.0185185185185185,0.808641975308642,70.66666666666667,5,0
79,0.0632911392405063,0.7848101265822784,51.8,8,0
6,0.0,1.0,0.0,2,0
285,0.0,0.6947368421052632,0.0,98,0
2,0.0,0.5,0.0,1,0
54,0.0,0.4814814814814814,0.0,16,0
17,0.4117647058823529,0.3529411764705882,74.28571428571429,11,0
51,0.0,0.7058823529411765,0.0,10,0
67,0.0,0.373134328358209,0.0,13,0
16,0.0,0.75,0.0,2,0
19,0.1578947368421052,0.3684210526315789,23.33333333333333,6,0
139,0.0071942446043165,0.6546762589928058,34.0,36,0
225,0.0,0.6222222222222222,0.0,7,0
22,0.0454545454545454,0.7727272727272727,54.0,2,0
56,0.0178571428571428,0.75,27.0,14,0
67,0.0,0.8656716417910447,0.0,6,0
165,0.0,0.4363636363636363,0.0,49,0
23,0.0,0.6521739130434783,0.0,1,0
69,0.1159420289855072,0.6521739130434783,72.125,16,0
14,0.8571428571428571,1.0,31.58333333333333,7,0
11,0.0,0.9090909090909092,0.0,2,0
127,0.0,0.8582677165354331,0.0,12,0
165,1.0,0.8424242424242424,761.8727272727273,71,0
201,0.0049751243781094,0.5472636815920398,16.0,89,0
34,0.0,0.5882352941176471,0.0,2,0
39,0.0,0.5897435897435898,0.0,17,0
84,0.0119047619047619,0.7976190476190477,106.0,8,0
81,0.0,0.4074074074074074,0.0,17,0
285,0.0,0.8982456140350877,0.0,13,0
1,0.0,1.0,0.0,1,0
107,0.0560747663551401,0.8130841121495327,40.5,14,0
22,0.2727272727272727,0.8636363636363636,18.33333333333333,8,0
122,0.0,0.9590163934426228,0.0,7,0
30,0.1333333333333333,0.4,46.0,7,0
22,0.0454545454545454,0.5,22.0,5,0
12,0.0,0.3333333333333333,0.0,1,0
43,0.0,0.8604651162790697,0.0,3,0
20,0.0,0.9,0.0,1,0
254,0.0314960629921259,0.7559055118110236,24.75,163,0
3,0.0,0.6666666666666666,0.0,2,0
15,0.0666666666666666,0.8666666666666667,125.0,3,0
255,0.2549019607843137,0.9098039215686274,47.30769230769231,30,0
3,0.3333333333333333,0.6666666666666666,73.0,1,0
102,0.3235294117647059,0.9215686274509804,51.90909090909091,16,0
76,0.1184210526315789,0.7105263157894737,48.44444444444444,8,0
3,0.6666666666666666,0.3333333333333333,366.0,1,0
179,0.2569832402234637,0.905027932960894,75.34782608695652,34,0
8,0.0,0.75,0.0,2,0
89,0.1910112359550561,0.7865168539325843,188.41176470588235,20,0
1,0.0,1.0,0.0,1,0
8,0.0,0.875,0.0,3,0
1,0.0,1.0,0.0,1,0
220,0.3409090909090909,0.9,110.82666666666668,31,0
13,0.0769230769230769,0.9230769230769232,55.0,1,0
13,0.2307692307692307,1.0,73.66666666666667,10,0
197,0.0710659898477157,0.7106598984771574,16.0,57,0
8,0.0,0.75,0.0,2,0
1,0.0,1.0,0.0,1,0
97,0.0,0.8969072164948454,0.0,2,0
240,0.0,0.45,0.0,27,0
91,0.0,0.7362637362637363,0.0,19,0
14,0.4285714285714285,0.4285714285714285,23.33333333333333,6,0
14,0.4285714285714285,0.4285714285714285,23.33333333333333,6,0
4,0.0,1.0,0.0,4,0
270,0.0,0.7777777777777778,0.0,50,0
36,0.0,0.7777777777777778,0.0,4,0
47,0.0212765957446808,0.6382978723404256,23.0,11,0
285,0.0105263157894736,0.8035087719298246,34.333333333333336,51,0
68,0.3382352941176471,0.2058823529411764,14.695652173913045,11,0
6,0.0,0.5,0.0,2,0
11,0.0,0.6363636363636364,0.0,1,0
10,0.1,0.5,44.0,8,0
23,0.0434782608695652,0.6521739130434783,274.0,4,0
210,0.0095238095238095,0.7857142857142857,290.5,7,0
24,0.0416666666666666,0.7083333333333334,149.0,11,0
13,0.0,0.9230769230769232,0.0,2,0
2,0.0,1.0,0.0,2,0
124,0.0241935483870967,0.7661290322580645,64.33333333333333,7,0
150,0.0066666666666666,0.64,11.0,8,0
120,0.0,0.5166666666666667,0.0,61,0
17,0.0,0.4117647058823529,0.0,10,0
108,0.0,0.6111111111111112,0.0,12,0
1,0.0,1.0,0.0,1,0
1,1.0,1.0,713.0,1,0
208,0.4951923076923077,0.9615384615384616,140.2135922330097,63,0
208,0.4951923076923077,0.9615384615384616,140.2135922330097,63,0
110,0.0,0.7727272727272727,0.0,12,0
16,0.0625,0.6875,38.0,2,0
270,0.0,0.5148148148148148,0.0,149,0
21,0.0476190476190476,0.8095238095238095,26.0,3,0
37,0.4864864864864865,0.7567567567567568,70.55555555555556,19,0
5,0.0,0.8,0.0,1,0
1,0.0,1.0,0.0,1,0
26,0.0,0.3846153846153846,0.0,17,0
5,0.0,1.0,0.0,3,0
